Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Country
ShopperTrak,null,"ShopperTrak, part of Sensormatic Solutions, partners with retailers, malls and entertainment venues to help them better understand consumer behavior and leverage that information to increase profitability. Through the use of analytics, ShopperTrak enables clients to increase traffic, conversion and transaction size. Constant innovation, global reach, and benchmarking set us apart. Today, ShopperTrak manages in excess of 150,000 devices and serve more than 2,100 customers worldwide.Sensormatic Solutions helps retailers deliver frictionless personalized experiences by powering accurate decision-making across the enterprise. We make connections and bridge gaps across retail enterprises to deliver critical, real-time insights into inventory, shoppers, associates and the retail environment. We protect assets and people by helping to ensure a safe and secure environment throughout the entire customer journey.Our connected, scalable solutions and strategic insights enable retailers to confidently move into the future, bringing together online, mobile and in-store shopping for easy, personalized, enhanced experiences that shoppers love. We help retailers to anticipate change before it happens, so merchandise is available, associates are informed and empowered, and shoppers can safely engage with flexibility and ease.",null,IT and Services,"10,001+ employees",http://www.shoppertrak.com,"Neuhausen, Schaffhausen",Public Company,null,https://www.linkedin.com/company/shoppertrak/,"5 Avenue du Chemin de Presles, 94410 Saint-Maurice, France",48.8162579,2.4617941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Medius,null,"ABOUT MEDIUSMedius is a leading global provider of cloud-based spend management solutions, helping organizations drive their business forward by enabling best-in-class process efficiency, cost saving opportunities and greater financial control.  Our modular spend management suite includes market leading solutions for strategic sourcing, contract management, procurement, accounts payable automation and supplier management as well as data insights tools bringing control, compliance and cost savings throughout the entire source-to-pay process. Thanks to an easy cloud deployment, intuitive user interface and built-in best practices our customers experience tangible savings right from the start as well as long term ROI success. With Medius, spend is simply managed.Over 3,500 customers and 450,000 unique users worldwide use Medius spend management solutions, managing transactions worth more than $150 billion annually. Founded in 2001, Medius is owned by the global investment firm Marlin Equity Partners. In 2019 Medius acquired Wax Digital to become the power-house in spend management solutions. The group has over 350 employees and offices in Sweden (HQ), the United States, United Kingdom, Australia, Denmark, Norway, the Netherlands and Poland.",null,IT and Services,201-500 employees,http://www.mediusflow.com,null,Privately Held,null,https://www.linkedin.com/company/medius/,"Jalan Desa 1/5, Pekan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.2121135,101.6160279,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sabre Australia and New Zealand,null,"TECHNOLOGY THAT POWERS TRAVEL
Sabre Australia and New Zealand is part of Sabre Corporation, a leading technology provider to the global travel and tourism industry. Sabre’s software, data, mobile and distribution solutions lead the industry in connecting the global travel ecosystem. In the South Pacific we combine global technology expertise with deep local market knowledge, relationships and operations. Our offices in Sydney, Brisbane, Melbourne, Perth, Adelaide and Auckland are here to help transform the traveller experience across the South Pacific region. Contact us at enquiries.tnanz@sabre.com to find out more.

OUR MISSION
An innovative technology company that leads the travel industry by helping our customers succeed.",null,IT and Services,"5,001-10,000 employees",http://www.sabre.com/anz,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/sabre-australia-and-new-zealand/,"4a/125 The Strand, Parnell, Auckland 1010, New Zealand",-36.8503003,174.7814166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
POWER IT SERVICES,null,"Power IT Services is a specialist IT service provider.We are focused on offering IT consulting, technology and outsourcing solutions and services.We have a team of over 200 consultants who are experts in Banking and Financial Services, Health and Insurance, Automotive, Defence and Security, Energy, Semiconductors, Consumer Sector who help our clients remain upto date to changing technologies in their domain and remain ahead of competition, grow quickly and become more profitable.Our operation is spread across United States, United Kingdom and Asia Pacific market enabling clients to get access to expert local talent for their technological solutions and bringing cost advantages on hiring local talent and building a diversified talent pool.We are a trusted partner to several Multinational Companies globally for managing their end-to-end Product Life Cycle and enhancing business processes.Power IT is a Pvt Limited company registerd in Singapore as ""Power IT Consultancy Services Pte. Ltd.""​ at the following addressPower IT Consultancy Services Pte Ltd09-02, Bharat Building, 3 Raffles Place,Singapore 048617.",null,IT and Services,51-200 employees,http://www.poweritservices.com,"UOB Plaza 1 #36-52,, Singapore",Privately Held,null,https://www.linkedin.com/company/poweritservices/,"55 Market St, Singapore 048941",1.2844946,103.8504844,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Cnetric Global Inc.,null,"Cnetric is an award winning digital strategy solutions firm that is focused on creating delightful digital experiences for our customers. Our global headquarters is located in Vienna, VA (Washington DC area) and our APAC headquarters is based in Bangalore, India.   Our primary passion at Cnetric is to deliver the technical expertise behind transformational digital commerce projects. This involves anything from implementing next generation eCommerce channels, advanced search capabilities, content-driven transformations, intelligent order fulfillment solutions, artificial intelligence and machine learning-led digital transformation solutions to IoT and connected commerce solutions.   For the past 15 years , we have built highly successful digital channels for iconic global brands like DHL, Canon, VeriFone, Yamaha, David Jones, Coles, Officeworks, Telstra, Mahindra, Roche etc.  Founded and led by IBM alumni, innovation is at the heart and soul of everything that we do. With pre-built connectors to best of breed software products, joint product engineering initiatives with our ISV partners , devops acceleration frameworks and patent pending commerce enablement solutions, we are pioneering a new paradigm in digital project roll-outs.    Visit Cnetric.com to find out more!",null,IT and Services,51-200 employees,https://cnetric.com/,"Irvine, California",Privately Held,null,https://www.linkedin.com/company/cnetricglobalinc/,"300 Spectrum Center Dr #400, Irvine, CA 92618, United States",33.6537505,-117.7474285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Emmersive Infotech,null,Emmersive is a leading Knowledge Management Solutions company. Providing Digital transition services to the industry corporate sectors globally. Our Products are based on cutting edge technology to meet the growing dynamic demands for customers and enterprises.,null,IT and Services,11-50 employees,http://www.emmersivetech.com,"Sunnyvale, CA",Privately Held,null,https://www.linkedin.com/company/emmersiveinfotech/,"SRUSHTI ELEGANCE, 3rd Floor, near Dot Fit Gym, Pune, Maharashtra 411045, India",18.564492,73.784045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sage People,null,"Sage Business Cloud People enables mid-size, multinational companies to manage their workforce through its global, cloud HR and people system, transforming how organizations acquire, engage, manage and develop their employees. Implemented quickly and simple to use, the award-winning system increases workforce visibility, HR productivity and provides better experiences across the entire workforce.",null,IT and Services,null,https://www.sagepeople.com,null,null,null,https://www.linkedin.com/company/sagepeople/,"1, Collegiate Square Thames Valley Science Park, Shinfield, Reading RG2 9LH, United Kingdom",51.4143891,-0.9409,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Markit,null,"Over 10,000 companies in 35 countries trust and use Markit to purchase their IT products, including 20+% of the Global Forbes 2000 and Fortune 500 companies. Companies such as ABB, AGA (Linde AG), Coca-Cola, Danfoss, Ericsson, Johnson & Johnson, MetLife, Rezidor/Radisson, Roche, Sanofi, Schott, SEB, Siemens, Skype, Telenor, Tieto, TIKTOK and many more are solving numerous indirect IT purchasing issues with Markit. In 2019 they saved an average of 12.5% on average market prices and thousands of hours in reduced purchasing process time.  Our clients compare prices and delivery times in real time in our catalogue of over 3 million IT products, sourced from over 300 of the world’s leading IT distributors. Markit offers local to local deliveries with local invoicing in the relevant currencies across 35 countries. The average delivery time for orders is 2.5 days. In addition, clients get transparent visibility of spend, dynamic proof of savings plus supplier and invoice consolidation options, all backed by dedicated client support in local languages.  Contract management and SLAs are simplified with a group level consolidated agreement, potentially reducing the client’s IT supplier count to one. At Markit, we believe IT purchasing should be simple, transparent and efficient – in a way that not only saves money on product prices but reduces purchasing process time massively. We're passionate about helping our clients succeed in achieving the lowest possible total cost of purchase.  Our Net Promoter Score is 64.5% and rising. In 2019 Markit’s turnover was 112.1M euros.  Markit was founded in Estonia in 2003.",+372 666 9900,IT and Services,51-200 employees,http://www.markit.eu,"Tallinn, Harjumaa",Privately Held,null,https://www.linkedin.com/company/markit-eu/,"8 Marina View, #12-01 Asia Square Tower 1, Singapore 018960",1.2790938,103.8513379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Elabor8,null,"Elabor8 is a management consultancy with a difference. We help businesses adapt and move through our focus on people, teams and organisational agility.Since our inception in 2009, we’ve been helping some of Australia’s most familiar brands and organisations adopt new ways of working so they can become more responsive to market, customer and competitive changes.We work from within to unlock the promise of agility by instilling the mindsets and systems that are crucial to innovation. Our training, practitioner coaching and consulting services help organisations build the digital capability needed to get value into the hands of customers faster.",1300 352 278,IT and Services,51-200 employees,http://elabor8.com.au,"Melbourne, Victoria",Public Company,null,https://www.linkedin.com/company/elabor8/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Lakeba,null,"Lakeba Group conceives, creates and commercialises digital businesses. Accelerating their growth with our technical, operational and market expertise.",null,IT and Services,51-200 employees,http://www.lakeba.com,"Manly, NSW",Privately Held,null,https://www.linkedin.com/company/lakeba-group/,"1 Sreekumaran Salai, 583, Avinashi Rd, Poongothai Nagar, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641014, India",11.0416695,77.0446753,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AVASO Technology Solutions,null,"AVASO Technology Solutions stands on strong pillars of Quality, Reliability, and Process Optimization that moulds our vision for you and your technical needs. Our services envision our beliefs, our commitment to our customers, and the shared goal of increased efficiency and seamless functioning of business.AVASO is committed to setting new benchmarks in IT services, attaining newer peaks in quality, and reliability that redefines relationships and the way our customers do business.We are a strong team of experts in IT infrastructure services, IT Outsourcing, eSolutions, and Business Process Optimization. The delivery team follows the ITIL delivery standards, intently focused on aligning IT services with the dynamic business requirements.AVASO continually develops products and services that evolve to meet the fast-changing needs of business, and enable you enable your customers.Headquartered in Chandigarh, India, we are strategically positioned to serve our customers in the Americas, APAC, and EMEA regions. AVASO supports an array of industries such as energy, healthcare, pharmaceutical, retail, manufacturing, consumer electronics, and automotive industry.",null,IT and Services,"1,001-5,000 employees",http://www.avasotech.com,"Denmark, Australia, India, Malaysia, HongKong , Shanghai",Privately Held,null,https://www.linkedin.com/company/avaso-technology-solutions/,"D6-05-08 Bangunan Perdagangan D6, Jalan Sentul, 51100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1843246,101.6918898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
RXP Group,null,"RXP Group has been a publicly listed company for 7 years, and in operation for 20 years. Our specialisations allow RXP to provide cohesive, end-to-end capability to design, build and support digital solutions across current and emerging channels.The unique fusion of brand, insight, design and technology help companies innovate and digitally transform - but most importantly we are Making Happier Humans. Our purpose ‘Making Happier Humans’ recognises the importance of focusing on people, not just technology, when designing and implementing meaningful digital transformation. This focus allows us to deliver signature experiences that fuse technology and creativity.We want every interaction, every touch point and every engagement to be a positive experience for our people, our clients, and our partners.  Together every experience can be made Happier.For more information and enquiries call us on +61(3) 8630 5800 or email info@rxpservices.com.au",null,IT and Services,"501-1,000 employees",http://www.rxpservices.com,"Melbourne, VIC",Public Company,null,https://www.linkedin.com/company/rxpgroup/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Fleet Complete Australia,"31-35 George Street, Thebarton, SA 5031, AU","Fleet Complete Australia (former Securatrak) provides GPS Tracking & Fleet Management Solutions for organisational fleets, located throughout Australasia. With the most sophisticated telematics devices available on the market, Fleet Complete customises fleet management solutions to fit your unique requirements. We offer a host of cost effective, high-benefit, vehicle fleet and asset management products and services to many large, high-profile companies, located throughout the region, as well as to small and medium enterprise businesses. We help ensure productivity, efficient operations and worker safety through WHS compliance.Headquartered in Adelaide, we have representation in all of the Australian mainland states via corporate offices and Authorised Dealer Channels. Our mission is to remain at the forefront of technological advancements by developing enhanced GPS Management Solutions to suit both local and global organisational requirements. The innovative technology offers an immediate return on investment and an integral solution without prohibitive capital outlay.",null,IT and Services,"501-1,000 employees",http://www.fleetcomplete.com.au,"Thebarton, SA",Privately Held,null,https://www.linkedin.com/company/securatrak/,"31-35 George St, Thebarton SA 5031, Australia",-34.9189177,138.5762644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Geomant,null,"With offices across Europe, USA and Australia, and certified by leading technology providers, Geomant is a well-established, innovative Software Developer and Systems Integrator specializing in Microsoft and Avaya technologies.

In addition to providing successful communication solutions to organizations of every type and size across the world for nearly two decades, we are specialists in helping organizations navigate the challenges associated with choosing and managing disparate technologies, and guide them through the complexities of integrating communication solutions into multiple systems and environments. 

No matter how complex or diverse your business needs may be, we have the expertise to deliver innovative, high quality solutions that leverage and extend your existing communications investments and strategies so that you can provide the ultimate customer interaction experience.

Contact us at:
Email: info@geomant.com
Telephone: +44 (0) 1789 387900
Website: www.geomant.com",null,IT and Services,51-200 employees,http://www.geomant.com,"Charlottesville, Virginia",Privately Held,null,https://www.linkedin.com/company/geomant/,"Budapest, Alkotás u. 50, 1123 Hungary",47.4905281,19.024901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mondaq,null,"An intelligent, unparalleled, search-driven, syndication platform of informative insight from professional services firms, Mondaq provides the content, insights and analytics you need, when you need them.  Mondaq helps professional services firms showcase their content, reach an engaged global audience and create new relationships by building firm and advisors’ brands, driving website traffic, generating leads and providing market insights.With offices in London, Bristol, New York and Sydney, as well as at the Innovation Centre at the University of Essex, data and technology is at the heart of what we do.  Recent developments in AI and machine learning, together with our tech and data science team, have enabled us to further improve content delivery to the right audience, at the right time.  Strong partnerships with leading online resources (including subscription only services such as Dow Jones, Bloomberg, Thomson Reuters, LexisNexis and Wolters Kluwer) are just another way we deliver information to our users, when they need it.  Register to receive our free, personalized, newsletter: http://www.mondaq.com/access/newsreg.asp",+44 (0) 208 090 8735,IT and Services,51-200 employees,http://www.mondaq.com,"Bristol, UK",Privately Held,null,https://www.linkedin.com/company/mondaq-ltd/,"18 Canynge Rd, Clifton, Bristol BS8 3JX, United Kingdom",51.4586404,-2.6212518,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Spark Recruitment,"Level 6, 28 Margaret Street, Sydney, NSW 2000, AU","Igniting careers. Fuelling business successSpark Recruitment™ is Sydney’s Information Communication Technology (ICT) recruitment specialists. We connect top IT talent with Australia’s best companies.The future looks bright with Spark.Whether you want some discrete career advice, a new IT job or your next star IT employee Spark can deliver. As a specialist IT recruitment consultancy we have an end-to-end understanding of the IT industry, with extensive networks of high-calibre IT professionals and top employers.IT & ICT jobs At Spark Recruitment™ we live and breathe IT, recruiting for a range of permanent and contract IT jobs across Sydney and other capital cities. Spark services a wide variety of industries, recruiting for the following areas: IT Infrastructure:1st, 2nd & 3rd line IT support, IT Helpdesk, Network Support, Network Engineers,IT System admins, DevOps Engineers, Storage Engineers, Backup Admins, Commvault Engineers, Netapp engineersApplications Development:.net Developers, Microsoft Developers, Frontend Developers, Back End Developers, Java Developers, J2EE Developers Java Programmers, DBA'sBusiness Technology: IT Project Managers, IT Operations, IT Managers, IT Directors, CIO",null,IT and Services,2-10 employees,http://www.sparkrecruitment.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/spark-recruitment/,"6/28 Margaret St, Sydney NSW 2000, Australia",-33.864904,151.205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dialog Information Technology,"144 Montague Rd, South Brisbane, Queensland 4101, AU","Dialog Information Technology is one of Australia's leading technology services organisations trading nationally from offices in Brisbane, Sydney, Melbourne, Canberra, Perth, Darwin and Adelaide,Established in 1979, Dialog has delivered innovative solutions to clients across all industries including all levels of government.Dialog employs over 1,200 information technology specialists.Dialog’s subsidiary companies include ICEMEDIA, one of Australia’s leading and most innovative multimedia companies and AccessHQ, which employs over 300 professional testing specialists and serves major government and corporate clients in high value, long term business relationships. Catapult BI is Australia's leading business insights and data management consultancy.",null,IT and Services,"1,001-5,000 employees",https://www.dialog.com.au,"South Brisbane, Queensland",Privately Held,null,https://www.linkedin.com/company/dialog-information-technology/,"Level 8/9 Cavenagh St, Darwin City NT 0800, Australia",-12.4635608,130.8436217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Experion Technologies,null,"Experion Technologies is focused on building digital software solutions and products for mid-sized enterprises as well as early stage companies. Since 2006, 130+ clients were served across United States, Australia, Europe, Africa and Asia. Experion Technologies'​ digital software solutions and services have been delivered to clients in HealthTech, InsureTech, FinTech,Supply Chain, Transportation, Retail, Logistics...Over the last decade, Experion has been recognized several times:-- Inc 5000: America's 5000 fastest growing private companies- Ranked No.2 in Top 250 B2B service providers, 2018 ( Clutch); - Top Scorer in Vendor Organization Metrics Category- ( Compass Intelligence,2018- A list Index)  - Deloitte & Touché Fast50 growing technology companies in India- 2017; - Deloitte & Touché Fast500 growing technology companies in Asia Pacific- 2017;- Product of the Year Award, 2016- IoT Evolution;- Top 5 custom software developers 2017 and 2016; - Top 5 App developers in India-  2017 & 2016- Clutch; - Top 5 Application Developers (Texas)- 2016 ( Dallas Business Journal); - Deloitte & Touché Fast 500 (APAC) 2016; - Top 100 fastest growing (Red Herring): 2014 & 2013Some of our clients include Bacardi, Tyson Foods, Speedo, Ford Australia, Shell, City Group, TopGolf, Aegon, Johnson and Johnson, Melbourne Health, Merck Group, Aditya Birla Group, CoStar Group, Aecom, Athos Group, AstraZeneca, Guardian Healthcare, InstaHealth, Regus, Alexion Pharmaceuticals,Jonas Group, Mars, Supreme Foods, MessageXpress, Evermind, Dr.Oetkar's, Allanasons, Nigeria Distillers, Protocall, Parrys, WellnessMate, Tennis360, Convex Labs, Paradigm Sample,OnBoard, RollKall, Palaver, PikMyKid, QuVa, VendorXchange, Sage Financial,Piot,Delta1, QuVa Pharmaceuticals, ASK Chemicals,Upendo, Helios, AlMac, FormExpress, Experion Technologies website is at www.experionglobal.com.",null,IT and Services,"501-1,000 employees",http://www.experionglobal.com,"Trivandrum, Kerala",Privately Held,null,https://www.linkedin.com/company/experion-technologies/,"Technopark, Gayatri Building, B-5, Second Floor, Thiruvananthapuram, Kerala 695581, India",8.5590849,76.8777712,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CONTAX Inc.,null,"CONTAX has been implementing, supporting and maintaining SAP systems for over 20 years. Headquartered in Toronto, CONTAX continues to grow across North America and recently expanded internationally opening offices in the Netherlands and Australia. We partner with our customers and create value by helping them achieve their business objectives: growth, profitability, efficiency, and scalability.

Over the years CONTAX has built a solid reputation for quality, reliability and value. Our customers rate us 4.5 out of 5 to SAP, with many being well-known and prestigious businesses we have been doing business with for 10 years or more.  CONTAX’s continued growth and dedication to our customers allows us to support all of their locations and requirements around the clock 24/7.

CONTAX employs over 130 full time professional consulting staff members dedicated to implementing and supporting the latest innovations from SAP.

Our rapid growth and expansion creates challenging, rewarding and interesting career opportunities for career-minded professionals wanting to expand their horizons and take their careers to the next level.",null,IT and Services,51-200 employees,http://www.contax.com,"Toronto, ON",Privately Held,null,https://www.linkedin.com/company/contax-inc-/,"600 Anton Blvd #1250, Costa Mesa, CA 92626, United States",33.6907703,-117.8814037,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Encompass Corporation,null,"Know Your Customer (KYC) regulation is evolving and so are the costs and impact on the global financial industry.Encompass' intelligent process automation platform for KYC dramatically improves the client experience, significantly speeding up KYC processes.Encompass automates gathering, processing and collation of primary and premium information and news discovery for KYC purposes - be that for new customer onboarding, event-driven refresh, or remediation.Using customers’ existing internal KYC policies and processes, Encompass constructs corporate ownership structures, discovers beneficial owners, and comprehensively screens entities and persons for risk - be that across structured watchlist data sets or unstructured adverse media sources.Advanced intelligent process automation builds a comprehensive KYC profile from multiple sources, facilitating fast, confident decisions.Encompass delivers a single platform to manage clients from large corporations through to small and medium sized enterprises and individuals.",3337720002,IT and Services,51-200 employees,https://www.encompasscorporation.com,"Glasgow, Scotland",Privately Held,null,https://www.linkedin.com/company/encompass-corporation/,"3rd Floor, 33 Bothwell St, Glasgow G2 6NL, United Kingdom",55.8609842,-4.2606102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PRODOCOM,null,"Founded in 1998 here in Australia, we at PRODCOM specialise in maximizing your businesses reach through digital messaging. Cut through all the SPAM and speak directly to your clients with our robust messaging infrastructure. 

With our onshore data center and all onshore delivery gateways, know your information is safe and secure, PRODOCOM is fully Australian Privacy Principles compliant.  

We enable our clients to utilise all digital communication from inbound and outbound Email, SMS and Fax broadcasting. Running surveys as well as deploy Voice Casts (Robo Calls) and media updates. We develop Rich Content Messaging Mobile Applications for our clients allowing them to retain and grow their client base by personally interacting straight to their mobiles.

Our cloud archiving and delivery solution enables our clients to see their outbound document interaction. We reduce debtor days, improve customer service and streamline processes. We cut out expensive overheads such as post, admin and time wastage.

We provide comprehensive reporting and archiving for 7 years. Contact us and speak with our digital consultants today.",null,IT and Services,11-50 employees,http://www.prodocom.com.au/products,"North Ryde, NSW",Privately Held,null,https://www.linkedin.com/company/prodocom/,"1 Queens Road, Melbourne, VIC, 3004, AU",-37.813187,144.96298,Melbourne,Melbourne Office,"PO Box 1235, Coolum Beach, Queensland, 4573, AU",-26.546438,153.10149,Coolum Beach,QLD Office,"Ground Floor, Building 1, 3 Richardson Place, North Ryde, NSW, 2113, AU",-33.77582,151.11943,North Ryde,Head Office,null,null,null,null,null,null,null,null,null,null,AU
SNP Australia,null,"SNP SE (Schneider-Neureither & Partner) is a leading global provider of business transformation solutions specifically for SAP® landscapes. SNP uses a blend of smart services and automation from its own software portfolio to reduce the gap between business and technology to near zero, accomplishing in days and weeks what can often take months or more. SNP’s Business Transformation Platform CrystalBridge® makes it possible to implement multiple transformation projects in a single go-live. SNP also offers its unique BLUEFIELD™ approach that enables enterprises to upgrade and migrate to SAP S/4HANA with less time, costs and risk.The SNP Group has over 1,350 employees worldwide. Headquartered in Heidelberg, the company generated over 131 million euros in 2018. SNP's customers are global corporations from all industries. SNP was founded in 1994 and has been publicly traded since 2000. As of August 2014, the company is listed on the Prime Standard segment of the Frankfurt Stock Exchange (ISIN DE0007203705). Since 2017, the company has operated as a European stock corporation (Societas Europaea/SE). Further information is available at www.snpgroup.com.Contact us at:SNP Australia Pty LtdLevel 12, 141 Walker St, North Sydney, NSW 2060, Australia E-mail: info.australia@snpgroup.comPhone: +61 (02) 8099 6017Website: www.snpgroup.com",+61 (02) 8099 6017,IT and Services,"1,001-5,000 employees",http://www.snpgroup.com/,"North Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/snp-australia/,"24 Hurworth St, Bowen Hills QLD 4006, Australia",-27.449256,153.0367421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MSC Mobility,"LEVEL 8, 309 GEORGE ST, Sydney, NSW 2000, AU","MSC Mobility is a leading service provider of Enterprise Mobility Managed Services, and has recently joined the Telstra team. 

Operating in the Australian market place since 1999, MSC works closely with customers to understand their needs and develop mobile strategies that support customers and helps them achieve desired business outcomes. 

MSC Mobility removes the distraction and reduces the cost of deploying and managing the mobile environment by managing and supporting the technology, operations and mobile users. MSC Mobility can ensure that the very best in technical and business process expertise is available to you and your organisation through programs that are designed for a range of business sizes and strategic goals. Our deep domain expertise acquired across hundreds of clients allows us to bring value to your organisation in the following areas: Mobile Data Strategy; Design & Implementation; Proof of Concepts; Application Management & Deployment; Enterprise Mobility Managed Services; Technical Support and Training.",null,IT and Services,51-200 employees,http://www.mscmobility.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/msc-mobility-solutions/,"231 Elizabeth St, Sydney NSW 2000, Australia",-33.8750094,151.2093174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mitronics Corporation,null,"Mitronics Corporation is Australia’s largest independent specialist of multifunction devices, printers and software solutions designed to save time, increase productivity and improve profitability. We are proudly Australian owned and have been operating since 1994. Through our tailored solutions we assist companies with the security & privacy of their documents, we show them how they can improve the productivity of their employees, and through our new technologies we show them innovative ways that they can achieve both revenue growth and expense reduction.Our extensive hardware range includes:•	Copiers•	Printers•	Wide Format Printers•	3D Printers•	Interactive Screens & Tables•	Office Supplies & TonerOur software solutions include:•	Scanning & Archiving Solutions •	Document Management Solutions •	Mobile Printing Solutions •	Managed Print Solutions •	Security SolutionsWe don’t believe in a one fits all approach, to best meet your needs we will provide you with a consultation that will result in:• Full analysis of your current print environment• Full report of your current print assets & the associated costs• Detailed mapping of your current print devices• Comprehensive report with recommendations",1300 207 122,IT and Services,51-200 employees,http://www.mitronics.com.au/,"West Ryde, NSW",Privately Held,null,https://www.linkedin.com/company/mitronicscorporation/,"Suite 7/10/8 Victoria St, Wollongong NSW 2500, Australia",-34.421967,150.892505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Kiandra,"Level 28, 570 Bourke Street, Melbourne, Victoria 3000, AU","We are Kiandra. For 24 years, we’ve delivered smart, business-critical software, technology and security solutions for organisations of every size, across 40 industries. Our award winning software development division is recognised as one of Australia’s best and most comprehensive. We've provided solutions to over 150 small, medium and large organisations spanning 40 industries, across Australia and the globe.Kiandra actively recruits and retains the best IT brains available. Recognised industry leaders, authors, teachers and evangelists fill our ranks. Our focus on passionate, elite-level professionals and strong vendor partnerships has enabled Kiandra to grow to be one of Australia’s most notable software developers.For more information on Kiandra, visit www.kiandra.com.au or call us on 03 9691 0500",03 9691 0500,IT and Services,51-200 employees,http://kiandra.com.au/,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/kiandra-software/,"Kiandra, Kosciuszko National Park NSW 2627, Australia",-35.872661,148.489283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Keross,null,"Keross is a revolutionary technology enabler for all industries.We enable you to leverage diverse technologies in a holistic way, to bring your business' real purpose to life.We conceived, built and deliver our orchestration platform, Ikon, as a multi-tenant, universally adaptable technology platform. It is sector-neutral, system friendly and comfortable in all business environments, on the cloud or on premise.    This means you are able to integrate all data produced across your entire ecosystem - from software to spreadsheet to email and more.Keross' output is across a range of data management and visualisation modules that enable real-time action by all decision makers across the entire organisation. The technology aggregates live workflow data immediately producing relevant reports and notifications on custom dashboards. This means all businesses can be managed from the core across people, systems and processes.  Keross does this by activating built-in Infrastructure Management ""IoT""​, Business Process Management, Analytics and Robot Process Automation. As the corporate world is re-engineering to ride the benefits of automation, Keross is at the forefront of this innovation-led disruption, always remaining human – the route to true integration, alignment and excellence.Indeed, Oracle showered praise on Ikon’s ability to make best use of the ‘human intelligence factor’ by taking control of high-volume repetitive tasks and we have been named a ""Cool Vendor"" by Gartner.",null,IT and Services,51-200 employees,http://www.keross.com,null,Privately Held,null,https://www.linkedin.com/company/keross/,"AE - 720, A.E. Block sector 1, AE Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064, India",22.6016269,88.4144389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
