Company Name,Location,Industry,Company Size,Website,Headquarter,Linked In URL,Type,Latitude,Longitude,Country,Overview,Founded
The Australian Philatelic Society Inc.,"Melbourne,   AU",non-profit,51-200 employees,https://aps.org.au/, ,,Nonprofit,144.962398,-37.813046,AU,"The Society is based in Melbourne, Australia. We have members from around the world dedicated to the research, study, publication and display of all aspects of philately and postal history, both of Australia and its States, and worldwide. The Society strives to provide the best possible environment for the encouragement and promotion of philately. It is forward-looking and dynamic, aiming to be the premier society in Australasia, bringing new members, and all collecting interests together for the good of philately.",null
Parks and Leisure Australia Vic/Tas Region,"Office 1, 655 Nepean Highway, Brighton East, VIC 3187, AU",non-profit,2-10 employees,https://www.parksleisure.com.au/,"Brighton East, VIC",,Nonprofit,134.050443,-23.992438,AU,"We support our members through the provision of training, professional development, research, advocacy and provide a range of products and services.",null
Australian National Institute for Training and Development,"35 Cotham Rd, Kew, Victoria 3101, AU",non-profit,2-10 employees,https://www.anitad.org.au,"Kew, Victoria",,Nonprofit,145.0333314,-37.8071492,AU, ,2012
Australian Council of Educational Leaders, ,non-profit,2-10 employees,http://acel.org.au,"SURRY HILLS, NSW",, ,130.842984,-12.460477,AU,"Australian Council of Educational Leaders is a nonprofit organization management company based out of Se 504 L 5 46-56 Kippax St, SURRY HILLS, NSW, Australia.",null
WorkSpace Australia, ,non-profit, , ,"Eaglehawk, Victoria",, ,115.847023,-31.956035,AU, ,null
CREDIT UNION FOUNDATION AUSTRALIA PTY LIMITED, ,non-profit,11-50 employees, ,"Sydney, New South Wales",, ,152.486772,-31.892576,AU,"CREDIT UNION FOUNDATION AUSTRALIA PTY LIMITED is a nonprofit organization management company based out of 35-43 Clarence St, Sydney, New South Wales, Australia.",null
Parents 4 Climate Australia,"Melbourne ,   AU",non-profit,0-1 employees,http://www.parents4climate.com.au, ,,Nonprofit,151.209421,-33.868633,AU,"We are parents, grandparents, uncles, aunts, step-parents and carers who support the children and students standing up to demand action on climate change.  Together we are a united voice in Australia demanding action and changes needed to ensure our children and future generations have a sustainable planet to live on.Climate change is the defining risk facing our children's future. Governments are not responding urgently enough to reduce our carbon emissions and to create a more sustainable planet for future generations.   Climate change is not just an environmental issue. Climate change will affect our economies, our businesses, our homes, our way of life. Everything we cherish for our children will be impacted. Together we can help protect our children's future by supporting the demands of the School Strike 4 Climate, and call on all levels of our government in Australia to commit to: 1. No new coal, oil and gas projects, including the Adani mine.2. 100% renewable energy generation and exports by 20303. Fund a just transition and job creation for all fossil-fuel workers and communities.",2019
Greek Australians of Business & Industry,"219-223 Castlereagh Street, Sydney, NSW 2000, AU",non-profit,0-1 employees,http://www.gabi.org.au,"Sydney, NSW",,Nonprofit,151.09386,-33.782603,AU,"Greek Australians of Business and Industry (GABI) is a non-for profit organisation, which provides a networking platform for its attendees where like-minded people, both of Greek and Non-Greek heritage, can meet to exchange ideas and provide support for one another.GABI currently holds regular business functions and various annual functions with both its own membership base as well as in partnership with other like-minded organisations.Our Mission is to create a local and international network of business people, building resources within and around the Greek community to achieve the goals of its members.GABI is committed to building a strong local and international leadership network. The Committee endeavours to promote the best interest of their fellow members and associates by building strong relationships and networks – this is our commitment to our members.",2016
United Way West Australia,"54 Edward St, Perth, Western Australia 6000, AU",non-profit,2-10 employees,http://www.unitedwaywa.com.au/,"Perth, Western Australia",,Nonprofit,144.755559,-37.699836,AU,"Our vision is a future where every person is empowered to grow through education, financial stability and healthy living – the building blocks to a happy life. We tackle entrenched community issues by building a strategic network of local organisations from communities, government, business, non-profits and schools. Our mission is to create long-lasting change by addressing the underlying causes of complex social problems together.",1988
Good Things Foundation Australia,"223 Liverpool St, Darlinghurst, New South Wales 2010, AU",non-profit,11-50 employees,https://www.goodthingsfoundation.org.au,"Darlinghurst, New South Wales",,Nonprofit,153.016433,-27.474403,AU,"Good Things Foundation Australia is a for-purpose organisation that aims to support the more than 2.5 million digitally excluded Australians. Whether limited by availability or ability, these individuals miss out on critical opportunities. Good Things Foundation bridges this gap through targeted digital inclusion initiatives and resources.In 2017, we received funding from the Australian Government to establish and support the Be Connected Network. Since then, we've built a national network of over 3,000 community organisations dedicated to helping older Australians thrive in a digital world. We use our expertise to build and facilitate a dynamic network by providing resources, educational tools, funding and collaboration opportunities.Good Things Foundation Australia is a subsidiary of Good Things Foundation (UK).",2017
Reef Check Australia,"9/10 Thomas St, West End, QLD 4101, AU",non-profit,2-10 employees,http://www.reefcheckaustralia.org,"West End, QLD",,Nonprofit,138.600473,-34.929036,AU,"Reef Check Australia believes in saving reefs and oceans by empowering people. We are an innovative environmental charity dedicated to building community capacity to understand, appreciate and protect the oceans through hands-on research and education.

Our survey teams contribute to a worldwide network of trained volunteers that regularly monitor and report on reef health in more than 90 countries using the standardised Reef Check scientific method. Our unique program depends on volunteer participation and is essential to fill gaps in hands-on community engagement in reef knowledge and conservation. Our reef monitoring program has been specifically developed to build community capacity in reef ecology and support citizen scientists to collect valuable data. 

Beyond data we need action. We work to mobilise people to take an active role in appreciating understanding and protecting their local reef resources. Be work to build constructive pathways for passionate community members and organisations to give back, engage in reef conservation, boost ocean appreciation, and learn new skills.",2001
Muscular Dystrophy Australia,"111 Boundary Road, North Melbourne, VIC 3051, AU",non-profit,11-50 employees,http://www.mda.org.au,"North Melbourne, VIC",,Nonprofit,144.9400507,-37.7891781,AU,"Muscular Dystrophy Australia (MDA) is working towards a world without Muscular Dystrophy (MD) - but in the meantime, providing support and hope as an organisation respected by the MD community. MDA provides respite services, programs and support as well as funding research at the National Muscular Dystrophy Centre in the Murdoch Children's Research Institute and Muscle Clinics at the Royal Children's Hospital. 

An integral role of MDA is to provide continual support and advice for families, right from the moment of diagnosis, as it's essential families receive the most up-to-date information and stay informed about existing and new programs, research and services. 

One of the most important services MDA provides is respite camps, with CampMDA alone providing over 14,000 hours of respite per annum to families of affected children. Since 1984, MDA has provided over half a million hours of respite for those in the community affected by MD, as well as over 110,000 hours of the support program 'Futures'​ and more than 150,000 hours of student placement representing over 5,500 tertiary education students supporting CampMDA. 

MDA also works as an advocate for the MD community in the public sphere, through engagement with both government and the media to provide a voice which represents the MD community.",1984
(PLMA) Private Label Manufacturers Association Australia / New Zealand,"Melbourne, Vic 3000, AU",non-profit,2-10 employees,http://plma.com.au,"Melbourne, Vic",,Nonprofit,138.608013,-34.926981,AU,"PLMA (Private Label Manufacturers Association) Australia / New Zealand is part of the world's largest trade association of private label suppliers. With over 4,500 members globally, PLMA provides education & support to help grow member's private label businesses.Why Join PLMA Australia / New Zealand?* COLLABORATION - we provide exclusive & unprecedented access for our members to senior retail decision makers!We work closely with retailers to drive collaborative outcomes on behalf of our members. We do this through regular events & workshops with senior retailer decision makers, providing members with access to those who are making the decisions on your business! We provide members with an incredibly powerful network to support their success - there is no better organisation to be a part of if you are involved in private label supply in Australia or New Zealand!INFORMED - We work very closely with retailers to ensure that the path to private label success is clearly understood by members. Whether it be a retailer process change internally, or an industry wide policy change, PLMA Aust / NZ is there to support you.  To ensure clear understanding, in addition to regular member updates we run bespoke events with retailers to workshop strategies & policy changes, to help make the journey as smooth as possible for our members.TRAINING - In addition to training workshops on topics ranging from retailer strategy to export, we provide members with customised private label insight reports from market leading organisations such as Nielsen, Euromonitor, Mintel, Citi Research, Credit Suisse - and many more! What Companies Are Members Of PLMA Aust / NZ?Our member list can be viewed at: http://plma.com.au/members   Our diverse member base ranges from multinational companies to SME's, to small businesses just starting their journey in private label. There is no more powerful networking opportunity for private label suppliers than PLMA Australia / New Zealand!",null
"Uniting Church in Australia, Queensland Synod","60 Bayliss St, Auchenflower, Queensland 4066, AU",non-profit,201-500 employees,https://ucaqld.com.au/,"Auchenflower, Queensland",,Nonprofit,149.127306,-35.29885,AU,"The Queensland Synod is the state council of the Uniting Church in Australia, established in 1977 as Australia's first homegrown church. The Synod office, located in Auchenflower, Brisbane supports eight presbyteries and around 250 congregations through the provision of services including education, administration and strategic planning.Our congregations and faith communities across Queensland embrace people of all ages and cultures. We proclaim ourselves as pilgrims on a journey, seeking to build community and to live out our Christian witness in the world.The Synod office works in partnership with our churches, schools, hospitals, residential colleges and agencies (such as UnitingCare Queensland and Wesley Mission Queensland) to provide services such as chaplaincy, youth development, childcare and after school care. Together we share a common purpose, that all people might experience “life in all its fullness” (John 10:10).The Uniting Church is actively working towards a nation which acknowledges the rights of Indigenous Australians as the first people of this land, respects the land on which we live, and is committed to empowering Indigenous people to take control of their own lives and destinies.",1977
Crohn's & Colitis Australia,"Camberwell Rd, Camberwell, Victoria 3124, AU",non-profit,11-50 employees,http://www.crohnsandcolitis.com.au,"Camberwell, Victoria",,Nonprofit,145.127657,-37.820436,AU,"Making life more livable for the 85,000+  Australians living with inflamatory bowel disease (IBD).While we invest in research and wait for a cure, Crohn's & Colitis Australia continues to advocate for world best treatments and health services for those living with Crohn's and ulcerative colitis.Our mission is to support the Crohn's and colitis community through confidential support programs, education, advocacy, counselling, increasing awareness and generating and utilising funds for research and support.We are a registered Health Promotion Charity and endorsed as a Deductible Gift Recipient. Visit our website to learn more, as well as hear personal stories from CCA members and keep up to date with the latest research into Crohn's and colitis.",1985
Australian Business Volunteers (ABV),"Sydney, New South Wales 2095, AU",non-profit,11-50 employees,http://www.abv.org.au,"Sydney, New South Wales",,Nonprofit,151.203521,-33.863815,AU,"Established in 1981, ABV is a non-government, not-for-profit international development agency.

We exist to contribute toward the alleviation of poverty in developing and emerging communities around the world by delivering capacity buidling solutions strategically designed to foster and promote sustainable growth.  

We do this by leveraging the skill and knowledge of volunteer experts.  Volunteers donate their time and experience to mentor clients on their specific business and organisational needs.  

By transferring their knowledge and skills, clients gain both the neccessary assistance and the ability to carry on once the volunteer has departed.

By helping businesses to grown and become sustainable, ABV assists communities who benefit from a skilled, better workforce with significant impact on the communities.

Countries we work in include;  Bangladesh, Cambodia, China, Fiji, Indonesia, Lao PDR, Papua New Guinea, Phillipines, Soloman Islands, Thailand, Timor Leste, Vanuatu and Vietnam.

As well as providing individual volunteers, ABV are also a recognised facilitator of corporate social responsibility programs including IBM's Corporate Services Corps, voted by US Fortune magazine as the World's No. 1 CSR program.",1981
Prison Fellowship Australia, ,non-profit,11-50 employees,http://www.prisonfellowship.org.au,"Toongabbie, NSW",,Nonprofit,151.209343,-33.883606,AU,"Prison Fellowship Australia is a volunteer-based Christian ministry with a vision to be an instrument of reconciliation and restoration within the Criminal Justice System.

While our primary business is Bringing Hope by visiting prisoners, we have a range of programs for the children of prisoners to help guide them away from a path of crime - this is crime prevention.

These are; Angel Tree Christmas presents, Camps for Kids, Happy Birthdays
and Restoring Families with our Children and Family worker.
 
In Adelaide grab a bargain at our Second Chances Op Shop or call Alan on 0410665858 to collect furniture or other saleable items.",1981
JCI Australia, ,non-profit,51-200 employees,https://jciaustralia.org.au/,"Sydney, New South Wales",,Nonprofit,151.195122,-33.88262,AU,"JCI Australia is a membership-based not-for-profit organisation. We are part of a global network of more than 200,000 young people aged 18-40, with a presence in more than 100 countries.For over 100 years all JCI members have acted on one shared belief: the improvement of our society and environment is paramount, not just for us but for future generations too.",null
IEEE Women in Engineering (WIE) Western Australia Section,"Perth, WA 6000, AU",non-profit,11-50 employees,https://www.facebook.com/WestAusWIE,"Perth, WA",,Nonprofit,138.60047,-34.924034,AU,Helping to connect engineers to industry,null
American Australian Association Australia,"GPO 4066, Sydney, NSW 2001, AU",non-profit,2-10 employees,http://www.americanaustralian.org.au,"Sydney, NSW",,Public Company,151.198098,-33.901541,AU,"Established in 1948 by newspaper publisher Sir Keith Murdoch  the American Australian Association is the largest public not-for-profit organisation devoted to building strategic alliances between the United States and Australia.  The Australian office of the Association was incorporated as a limited liability company in Sydney on 16 May 2006, and is affiliated with the US-based American Australian Association Inc. The Association oversees the funding for the United States Studies Centre at The University of Sydney and the USAsia Centre at the University of Western Australia in Perth.

The Association develops exchanges and programmes including, but not limited to, educational scholarships, conferences, seminars and other events which aid the development of the US and Australian bilateral relationship.  A high-level Benefit Dinner is held annually in support of the Education Fellowship exchange programme as well as various business and networking events for corporate and individual members.",2006
Canadian Australian Chamber of Commerce,"PO Box Q1200, Queen Victoria Building, Sydney, NSW 1230, AU",non-profit,2-10 employees,https://cacc.com.au,"Sydney, NSW",,Nonprofit,151.2066693,-33.8714355,AU,"The Canadian Australian Chamber of Commerce (CACC) is a non-profit, volunteer based organisation that aims to bring businesses together to facilitate a strong environment for economic trade and investment between Canada and Australia. As a non-profit business focused organisation our objectives are:- To promote the development and expansion of bilateral trade and commerce between Canada and Australia.- To promote and support investment between Canada and Australia.- To represent Canadian interests in Australia and Australian interests in Canada.- To maintain and foster a strong relationship with Canadian and Australian Government agencies in matters relating to trade, industry and commerce between the two countries.",2005
Epilepsy Australia, ,non-profit,2-10 employees,http://www.epilepsyaustralia.net,"Surrey Hills, VIC",,Nonprofit,145.1508765,-37.820611,AU,"Epilepsy Australia is the national coalition of Australian epilepsy organisations working together to keep our communities informed on the latest medical breakthroughs, social research, publications, news and policy about epilepsy. Our vision is for inclusive communities where people with epilepsy can live and participate free of stigma and discrimination.",2006
Auctioneers and Valuers Association of Australia,"65-71 Belmore Rd, Level 2, Sydney, New South Wales 2031, AU",non-profit,2-10 employees,https://avaa.com.au/,"Sydney, New South Wales",,Nonprofit,144.978682,-37.825071,AU,"The AVAA is the leading National Body of Auctioneers & Valuers of fine art, antiques and collectables, goods, chattels, plant and equipment.  Certified Auctioneer and Valuer Members are required to demonstrate knowledge, skills, experience and ability to adhere to the Association's professional and ethical standards.  All Members are required to maintain Professional Indemnity insurance and practising Auctioneer Members are also required to operate a Trust Account which is audited annually.Incorporated in 1952, the objectives of the Association are to secure and elevate the standard of the professions of Auctioneers and Valuers through:* the dissemination of professional knowledge* the inculcation of sound practice* providing means of reference for amicable settlement of professional differences   facilitating industry agreement on questions of professional practice   training, conferences and networking opportunitiesAVAA has been instrumental in establishing and maintaining the high level of professionalism found in the industry in Australia.",1952
Australian Social Value Bank,"93 Faulkner St, 17, Armidale, NSW 2350, AU",non-profit,2-10 employees,https://asvb.com.au,"Armidale, NSW",,Nonprofit,144.978682,-37.825071,AU,"Alliance Social Enterprises is an Australian not-for-profit social enterprise established to develop the Australian Social Value Bank (ASVB) in partnership with Simetrica.The ASVB is a collection of social values and a Value Calculator that can be used by anyone to demonstrate their social impact. Our aim is that the ASVB will support the delivery of effective programs that make a positive impact on people's lives and offer good value for money, supporting our vision to 'improve the quality of life'​ of individuals and communities within Australia.",2016
LSE Alumni Association of Australia (LSE AAA), ,non-profit,2-10 employees,https://tinyurl.com/yckbwxmz,"Sydney, New South Wales",, ,150.881012,-34.422426,AU,"LSE AAA is the home of all former students of the London School of Economics and Political Science (LSE) in Australia.Bringing together an active and cosmopolitan array of disciplines, careers, interests and age groups, the association is open to all alumni in Australia and seeks to preserve the curiosity and engagement of the School's spirit down under.Always keen to keep the social in the social sciences, the LSE AAA social calendar spans a number of events around the country each year. With state chapters in New South Wales, Victoria, the Australian Capital Territory and South Australia, our community is never too far from a networking event, an interesting speaking engagement, or just a casual after-work drink.If you are an LSE alum based in or visiting Australia and would like a bit of Houghton Street abroad, follow this page, and like us on Facebook at: https://www.facebook.com/lseaustralia/. Be sure to also update your contact details with the school here: https://www.alumni.lse.ac.uk/s/1623/start-hybrid.aspx.",null
ASEAN Youth Organisation of Australia (AYO),"Melbourne, Victoria 3053, AU",non-profit,11-50 employees,https://www.ayoaustralia.org,"Melbourne, Victoria",,Nonprofit,144.978682,-37.825071,AU,"AYO Australia is a non-profit group passionate about empowering ASEAN Youth to become leaders of change in their communities.Our mission and values can be summarised in three principles: community, diversity and empowerment. We strive to connect the ASEAN youth in Australia by giving them the opportunity to connect with one another, develop their leadership capabilities and showcase their skills and talents.",2015
"Nepalese Association of Agriculture, Forestry, and Environment in Australia Incorporated","Sydney, NSW 2220, AU",non-profit,2-10 employees,http://nepafe.org.au/about-us/,"Sydney, NSW",,Nonprofit,151.2164539,-33.8548157,AU,"Nepalese Association of Agriculture, Forestry and Environment in Australia [HO3] Incorporated (NEPAFE) was created by the relevant professionals and experts during a formal workshop held in Sydney on 9 February 2019 to foster scientific exchange and knowledge sharing between Nepal and Australia. The participants of the workshop decided to register the Association in NSW Department of Fair Trading.  This aims to become a key platform for sharing and networking among Nepalese professionals residing in Australia. It also facilitates sharing knowledge between Australian scientists and academics and Nepalese professionals in the above-mentioned fields of knowledge. The mission of the Association is to promote scientific exchange and cooperation between Australia and Nepal for the economic wellbeing and environmental sustainability of the two countries. Its focus will be in assisting Nepal by sharing Australian science and technology in the sustainable management of agriculture, forestry, and natural resources. This will be accomplished through the active exchange of knowledge, ideas, technologies, and human resources between Australia and Nepal. To achieve this, NEPAFE will conduct research, capacity building and dissemination activities. The working areas or disciplines of the Association include agriculture (including livestock and fisheries), forestry, water, natural resource management, environment, and allied fields. The main purpose of NEPAFE is to develop a community of practice among professionals of Nepalese origin in Australia for developing collaboration, friendship, and collective action.",2019
Australian Taxpayers'​ Alliance,"Sydney, NSW 2000, AU",non-profit,2-10 employees,http://www.taxpayers.org.au/,"Sydney, NSW",,Nonprofit,151.209421,-33.868633,AU,"The Australian Taxpayers' Alliance is Australia's largest grassroots advocacy & activist organisation dedicated to standing up for hardworking Australian taxpayers. We oppose the high taxes, wasteful spending, and crippling red tape that are hurting Aussie families and businesses, and provide a voice for everyone who opposes the big-government agenda!",2012
Women Lawyers'​ Association of South Australia Inc,"Adelaide, South Australia 5000, AU",non-profit,11-50 employees,https://www.womenlawyerssa.org.au,"Adelaide, South Australia",,Nonprofit,146.586903,-32.494981,AU,"The Women Lawyers' Association of South Australia Inc (WLASA) is the South Australian branch of Australian Women Lawyers (AWL) and was incorporated on 28 July 1998.  WLASA was originally formed by the women who comprised the Women Lawyers Committee of the Law Society of South Australia (WLC) and many of WLASA's current committee members continue that tradition by also holding a position on the WLC.WLASA was founded with a number of objectives in mind.  Our aim is to promote justice and equality for all women and we are committed to improving the career prospects for women within the legal profession.  WLASA also prepares comments and submissions on issues relevant to women and law, maintains a professional and social network for women lawyers and lobbies on behalf of women in the law. Our members come from all sectors of the legal profession – private practice, the public sector, courts, universities, the judiciary and women not currently practising.  Our members also include South Australian law firms and organisations which employ lawyers.",null
Australian Sickle Cell Advocacy Inc (ASCA), ,non-profit,"501-1,000 employees",http://ascaconf.org,"Melbourne, Vic",,Nonprofit,151.209421,-33.868633,AU,"Australian Sickle Cell Advocacy Inc is a not for profit organisation supporting people living with Sickle Cell Disease (SCD) in Australia. It is the peak body in Australia looking out for people affected by this disease. Our head office is based in Melbourne with chapters in Western Australia, New South Wales and South Australia. Soon we will have chapters in all Australian States. Our main objectives stands out to raise awareness about this disease that is considered a rare disease in Australia. We are also tirelessly looking out for services that are missing in these commuity of people. We have been approaching different policy makers to ensure SCD is recognised just like any other chronic disease in Australia. To ensure that all medications that are used to manage this disease are accessible for all. To have screening available in Australia for SCD. To ensure that healthcare workers are aware of disease. These and more objectives, see our website for more. Join us to change the face of Sickle Cell Disease in Australia.",null
AMTIL (The Australian Manufacturing Technology Institute Limited),"673 Boronia Rd, Wantirna, Victoria 3152, AU",non-profit,11-50 employees,http://www.amtil.com.au,"Wantirna, Victoria",,Nonprofit,115.943829,-31.980186,AU,"The Australian Manufacturing Technology Institute Limited (AMTIL) is the peak national body that represents the interests of manufacturing technology suppliers and users within the advanced manufacturing and precision engineering sector. Since its establishment in 1999, AMTIL has grown to reflect the needs of its membership. The number of services on offer is continually expanding and AMTIL is always looking for new initiatives to support the industry. Whether you are a manufacturer, importer or distributor, or a general manufacturing technology company AMTIL has various offerings with which to help you and your business.",1999
Relationships Australia Tasmania,"20 Clare St, New Town, Tasmania 7008, AU",non-profit,51-200 employees,http://www.tas.relationships.org.au,"New Town, Tasmania",,Nonprofit,153.026164,-27.469309,AU,"We are a community-based, not-for-profit organisation, committed to:* Enhancing the lives of all Tasmanians* Providing education, advocacy and support to all members of the community regardless of religion, age, gender, sexual orientation, lifestyle, cultural background or economic circumstances* Supporting positive and respectful relationships.Dare to Lead Trained",1950
Creative Art Therapy Australia,"62 Albert Street, Preston, Victoria 3072, AU",non-profit,11-50 employees,http://www.cata.org.au,"Preston, Victoria",,Nonprofit,144.953344,-37.816672,AU,"CATA positively empowers and impacts the lives of people braving trauma.  As the passionate, courageous and effective champion of CREATIVE ART THERAPY. We believe creative processes can shift thinking to positive and healthy mindsets. We work with children, adolescents, families and communities braving physical, psychological and emotional trauma. CATA is aligned and partnered with local hospitals, hospices, schools and organisations working with people facing adversity.CATA delivers best practice initiatives for its programs at the highest level focusing on the integrity and respect for all people.CATA produces safe, creative and thriving environments to foster growth and development with qualified Art Therapists. Creative Art Therapy programs are designed to work within allied health populations and non-clinical populations. We aspire to develop and foster partnerships to achieve best possible outcomes maximising quality of life and care.CATA at a glance:- Registered Australian Charities and Not for Profit Commission- Public Benevolent Institution- Deductible Gift Recipient Status 1- NDIS registered- Organisational member of the Psychotherapy and Counselling Federation of b    Australia (PACFA) - Organisational member of British Association of Art Therapists (BAAT)",2009
Travellers Aid Australia,"Melbourne, VIC 3000, AU",non-profit,11-50 employees,http://www.travellersaid.org.au,"Melbourne, VIC",,Nonprofit,144.978682,-37.825071,AU,"Travellers Aid aims to make every day travel possible for all people. It exists to provide support, advice and assistance to the travelling public with special requirements, and to those in emergency situations.

Mission
The Travellers Aid mission is to assist travellers at the point of need, and to ensure that travellers reach their destination safely and confidently.

Company Overview
The Travellers Aid vision is to give travellers in need easy access to services which are relevant, appropriate and dignified.

Travellers Aid is governed by and believes in displaying values of compassion, integrity, and fairness at all times to clients and service users, as well as amongst staff and volunteers.


Description
Travellers Aid is a not for profit organisation, and receives invaluable support from government agencies, philanthropic trusts, corporate sponsors, bequests and general tax deductible donations.

Travellers Aid is operated by a team of professional, cheerful staff and volunteers.

General Information
Travellers Aid operates out of Flinders Street and Southern Cross Stations, and Level 3, 225 Bourke Street, Melbourne.",1916
Australian Association of Gerontology,"Suite 8, 322 St Kilda Road, St Kilda, Victoria 3182, AU",non-profit,2-10 employees,http://www.aag.asn.au,"St Kilda, Victoria",,Nonprofit,115.834088,-31.960773,AU,"The Australian Association of Gerontology (AAG) is Australia's peak national body linking professionals working across the multidisciplinary fields of ageing. The AAG's goal is to improve the experience of ageing through connecting research, policy and practiceSince 1964, AAG has connected professionals with an interest in gerontology to help them collaborate and exchange information on ageing.  Members connect through forums, workshops, seminars and conferences, as well as through participation on committees and special interest groups.  With over 800 members across every State and Territory in Australia, our members include geriatricians, academics, researchers, nurses, policy makers, allied health professionals, social workers, consultants and other gerontology specialists.",1964
Better Futures Australia,"Sydney, NSW  AU",non-profit,0-1 employees, ,"Sydney, NSW",,Nonprofit,144.984512,-37.862618,AU,"Better Futures Australia is a bold movement engaging new climate champions in the vision for a better future for all. Harnessing the power of ‘we'.Through Ambassadors, Champions and cross-sectoral representatives, Better Futures Australia will engage in diverse online and face-to-face activities to amplify climate action efforts and build significant positioning in the lead up to a momentous Better Futures Forum in July 2021.This major event will bellow our collective voice to the Australian Government as it readies itself to take our commitments as a country to the most significant international meeting on climate, the Conference of the Parties, COP26, to be held in Glasgow in November 2021.These commitments will make or break our planet.Bringing together traditional climate champions, newcomers and industry leaders prepared to step up their climate action, we are driving ambitious climate action together.The Better Futures Australia initiative is supported by Climate Action Network Australia member and supporter organisations including: WWF Australia; Australian Conservation Foundation; Investor Group on Climate Change; ClimateWorks Australia; Climate and Health Alliance; Australian Marine Conservation Society; Nature Conservation Council NSW; The Sunrise Project; Australian Council of Social Service; and the Australian Council of Trades Union.We are part of the Alliances for Climate Action, a global network of national alliances of business, subnational government and other leaders that are driving climate action in their countries, including the United States, Japan, Argentina, Mexico, South Africa, and Vietnam.",null
Melanoma Patients Australia,"Mater Foundation, 620 Stanley Street, Woolloongabba, QLD 4102, AU",non-profit,11-50 employees, ,"Woolloongabba, QLD",,Nonprofit,151.193325,-33.823701,AU,"Melanoma Patients Australia is an independent, not for profit organisation dedicated to supporting and representing those affected by melanoma. MPA provide emotional support for patients, their families, friends and carers through a network of support groups, consumer forums, information and advocacy.  Our vision is creating a world where no one affected by melanoma walks alone.",2006
Macular Disease Foundation Australia,"Suite 902, 477 Kent Street, Sydney, New South Wales 2000, AU",non-profit,11-50 employees,http://www.mdfoundation.com.au,"Sydney, New South Wales",,Nonprofit,145.078843,-37.848304,AU,"Macular Disease Foundation Australia's vision is to reduce the incidence and impact of macular disease in Australia. Macular disease encompasses macular degeneration, diabetic eye disease, retinal vein occlusion and a range of other diseases of the macula.",null
Rationalist Society of Australia Inc.,"220 Dandenong Rd, St. Kilda East, Victoria 3183, AU",non-profit,2-10 employees,http://www.rationalist.com.au,"St. Kilda East, Victoria",,Nonprofit,144.948632,-37.804849,AU,"At the Rationalist Society, we're in favour of science and evidence as opposed to superstition and bigotry.  We're essentially a public interest group, seeking to promote the philosophy of rationalism as an ideal approach to modern life, genuine separation between church and state in Australia, and respect for universal human rights.

We make submissions to governments, issue media releases, publish a well regarded quarterly journal ""The Australian Rationalist""​ and hold monthly meetings of a core group of active committee volunteers. Interested?  Find out more and become a Member at www.rationalist.com.au.",1906
Australian Transformation & Turnaround Association, ,non-profit,2-10 employees,http://www.austta.org, ,,Nonprofit,151.9531068,-27.5498697,AU,"Business, Government and Not-for-profit organisations all face the challenge of responding to changing external environments as a normal part of business. What has become clear in recent times however, is the pace of change and the increasing influence of mega-trends on markets, customer preferences, competitors and regulators. The complication many Australian organisations face is the speed of internal change isn't keeping up to date with external changes – with many organizations' strategies, business models and operating models coming under significant pressure.What we have heard from our members and those we collaborate with is the need for transformation has rapidly increased in 2020. This is a concern for many Boards and Leadership Teams as the percentages of transformations that are viewed as successful are still far lower than they need to be (70% of transformations fail – McKinsey Research).The Australian Transformation and Turnaround Association is the peak body for transformation professionals and transformational senior executives across business, government and not-for-profit sectors in Australia. Focused on more successful transformations for our members, we have been supporting the career development of our members and advancing the transformation profession since 2018.",null
Australian Association of Ruminant Nutrition (AARN),"Moriac, VIC 3240, AU",non-profit,51-200 employees,https://www.aarnutrition.com.au/,"Moriac, VIC",,Nonprofit,144.962084,-37.825686,AU,"The Australian Association of Ruminant Nutrition (AARN) is the national professional association providing education, training, professional development, mentoring, networking opportunities and representation to industry bodies for ruminant nutritionists in Australia. Members agree to abide by a voluntary Code of Conduct to maintain high standards and ethical behaviour. Membership is by application, head to our website to find out more!",2006
The Equanimity Project (Australia) Limited,"23 O'Connell St, Level 10 , Sydney, New South Wales 2000, AU",non-profit,2-10 employees,https://www.theequanimityproject.org,"Sydney, New South Wales",,Nonprofit,149.095422,-35.319883,AU,"The Equanimity Project® is an Australian-first initiative developed to effectively reduce two core national issues: domestic abuse and homelessness. We rely on a ground-up approach, harnessing and working with local communities, services and jurisdictions. We're about servicing society and building a legacy that will be present in every community in Australia.We utilise lived experience insights to ensure that those who are impacted by the issue can fully participate in creating necessary change.Visit our website or get in touch to learn more, donate or get involved.",2019
Young UNIFEM Australia - Sydney Committee,AU,non-profit,11-50 employees,http://www.unifem.org.au, ,,Nonprofit,151.209421,-33.868633,AU,UNIFEM is the women's fund at the United Nations. It provides financial and technical assistance to innovative programs and strategies to foster women's empowerment and gender equality worldwide.,null
Australian Car Wash Association,"PO Box 4390, Langwarrin, Victoria 3910, AU",non-profit,2-10 employees,http://www.acwa.net.au,"Langwarrin, Victoria",,Nonprofit,145.076908,-37.812138,AU,"The Australian Car Wash Association (ACWA) is the peak industry body that exists as a forum for the exchange of knowledge to develop stratiegies and industry best practices.

ACWA consults with government and water authorities in the development of policies and procedures for the sustainable operations of member's business and ensuring sound environmental practices are maintained.

The Australian Car Wash Association - Caring for your Car and the Environment.",1990
