Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Country
Australian College of Skills and Education Pty ltd,"22 Granada Pl, Oakhurst, NSW 2761, AU","The Australian College of Skills and Education (ACSE) is a Registered Training Organisation (RTO 45310), headquartered in Sydney, Australia, providing nationally recognized and accredited training solutions for business and industry, Government and the broader private sector.",1300212169,Education Management,2-10 employees,https://acse.edu.au/,"Oakhurst, NSW",Educational Institution,null,https://www.linkedin.com/company/australian-college-of-skills-and-education-pty-ltd/,"22 Granada Pl, Oakhurst NSW 2761, Australia",-33.7434742,150.8432658,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Institute of Vocational Development,"34 Gladstone Park Dr, Suite 218, Gladstone Park, Victoria 3043, AU","Australian Institute of Vocational Development (AIVD) RTO 40596 is a Registered Training Organisation approved to deliver nationally recognised training and qualifications. We are a small boutique RTO that focuses on developing training solutions that can deliver improvements to your business’ needs. We offer training solutions to deliver high-quality training that meets the needs of the industry. Our goal is to understand your business needs and design a solution that delivers a result that you can measure. The key is designing programs that engage the learner in a way that the learnt skills and knowledge is retained and the business achieves ongoing benefits of the investment. Developing programs that are built around your business helps link the theory of training into a practical outcome that everyone can be involved in.We know that a business will only invest in training if they are confident that a result can be delivered. You provide the vision of what you want the training to change in your business, and we will design the product to help you achieve this.",03 9310 5980,Higher Education,11-50 employees,http://aivd.com.au/,"Gladstone Park, Victoria",Educational Institution,null,https://www.linkedin.com/company/australian-institute-of-vocational-development/,"Shop 218, 8-34 Gladstone Park Drive, Gladstone Pl, VIC 3043, Australia",-37.8985934,144.6626267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Academy of Business and Technology RTO 45457 CRICOS 03734D,"domain ct, Sydney, New South Wales 2000, AU","Australian Academy of Business and Technology (AABT) RTO 45457 CRICOS 03734D focus to be a leader in vocational education and training, is a Registered Training Organisation (RTO) that provides Australian Nationally Recognised Training  Courses to domestic and international students, AABT College empowers students in their pursuit of learning, discovery, leadership, and engagement. We prepare students to be successful leaders for a changing world through its distinctive commitments to hands-on learning and faculty-student mentoring.Courses HereBSB50215-  Diploma of BusinessBSB40215-  Certificate IV in BusinessBSB41015-  Certificate IV in Human ResourcesBSB50615-  Diploma of Human Resources Management",null,Education Management,11-50 employees,http://aabt.edu.au,"Sydney, New South Wales",Educational Institution,null,https://www.linkedin.com/company/australian-academy-of-business-and-technology/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Consolidated Training (RTO: 31731),"Brisbane,   AU","Australian Consolidated Training (ACT) is an Australian Registered Training Organisation, committed to ensuring that all participants completing our courses enjoy the experience and achieve competencies with integrity – in other words, if we issue a Qualification or Statement of Attainment, it means that the participant’s knowledge and skills meet the required competency standards.ACT was founded by two Directors (Stephen Austin and Christine Vanohr), who are passionate about quality training, based on the principle that the best way to learn workplace skills is on-the-job using the best Trainers and Assessors who are highly experienced and qualified. We also focus on ensuring that we give the best possible service, often going out of our way to ensure things get done.",+61 7 3372 3974,Education Management,2-10 employees,http://www.actassess.com.au,null,Educational Institution,null,https://www.linkedin.com/company/australian-consolidated-training-rto-31731/,"null, Brisbane, null, null, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Learn Central Australia,"Level 54, 111 Eagle Street, Brisbane, QLD 4000, AU","Learn Central is dedicated to making learning what it should be….. fun, engaging and inspiring. Something that you want to go and do, not that you dread doing..We work with individuals, corporate and government to help our clients build programs and courses that enthuse and engage the learner and result in increased retention, engagement and application.Our people have worked with, designed, built and delivered eLearning courses, face to face programs and video based learning for some of Australia’s largest (and smallest) companies",null,Education Management,2-10 employees,https://www.learncentral.com.au,"Brisbane, QLD",Partnership,null,https://www.linkedin.com/company/learncentralaustralia/,"Level 54, Brisbane, QLD, 4000, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Energy Education Australia Inc,"Head Office, Adelaide, South Australia 5000, AU","A non profit education association working with youth for a sustainable future in Science,Technology, Engineering & Mathematics related education.EEA serves schools, youth and the community in:  *classroom and outdoor activities  *training and/or work experience in STEM related topics  *renewable and non renewable energy forms  *community stem activities and support",null,Education Management,2-10 employees,http://www.energy.edu.au/,"Adelaide, South Australia",Nonprofit,null,https://www.linkedin.com/company/energy-education-australia/,"Head Office, Adelaide, South Australia, 5000, AU",-34.897945,138.59166,Adelaide,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Young Australia Workshop,null,null,null,Education Managment,null,http://youngaus.com.au,null,null,null,https://www.linkedin.com/company/young-australia-workshop/,"154 Redfern St, Redfern NSW 2016, Australia",-33.8923134,151.2018491,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
English Driving School Australia,"unit 01 / 31 palmer street, FAWKNER, VIC 3060, AU","EDS is an Australian No-01 e-platform & driving school that allows learner drivers & parents to find, compare and book verified driving instructors online. The platform brings easiness, option and efficiency to the selection of a instructor and the management of driving classes.",403206157,Education Management,11-50 employees,http://www.englishdrivingschool.com.au/,"FAWKNER, VIC",Privately Held,null,https://www.linkedin.com/company/english-driving-school-australia/,"31 Palmer St, Fawkner VIC 3060, Australia",-37.6940942,144.9601051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TURN (Australia),"Hobart, Tasmania 7000, AU","Turn gives people the power to do great work.

Turn provides opportunities for people to help themselves, their friends and their networks to do great work.

Turn offers easy-to-use tools to get great work – whether it's your next job, your first job or a start-up enterprise.

Turn shifts power back to jobseekers in their dealings with employers, governments and government appointed providers.

Turn is based in Australia, but has a misson to help people do great work anywhere in the world.",null,Education Management,2-10 employees,http://www.turn.net.au,"Hobart, Tasmania",Privately Held,null,https://www.linkedin.com/company/turn-australia-/,"2 Orchard Turn, #03-03, Singapore 238801",1.3039504,103.8317353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Coach Education Australia,AU,"Coach Education Australia provides professional, empowering and effective growth coaching for teachers, educational leaders and students.Coach Education Australia is a new educational growth coaching company founded by Drew Oliver in 2017. Drew's passion for outstanding educational leadership inspired him and his wife Gina to launch Coach Education Australia with a desire to empower teachers and leaders to achieve exceptional professional and educational outcomes.",null,Education Management,2-10 employees,http://www.coacheducation.net.au,null,Sole Proprietorship,null,https://www.linkedin.com/company/coach-education-australia/,"null, null, null, null, AU",-25.574999,134.3547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Driving Ambition Australia,null,null,null,Education Management,null,http://drivingambitionaustralia.com.au,"Ballarat, Victoria",null,null,https://www.linkedin.com/company/driving-ambition-australia/,"15 Elaine Ave, Alfredton VIC 3350, Australia",-37.551874,143.79872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Arya Group Australia,null,null,null,Education Managment,null,http://aryagroup.com.au,null,null,null,https://www.linkedin.com/company/arya-group-australia/,"301 George St, Sydney NSW 2000, Australia",-33.8657694,151.2070113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Passive Parkinsons Australia,null,Passive Parkinsons Australia is an education management company based out of Australia.,null,Education Managment,null,http://passiveparkinsons.com,null,null,null,https://www.linkedin.com/company/passive-parkinsons-australia/,"Macquarie Hospital, Building 17/51 Wicks Rd, North Ryde NSW 2113, Australia",-33.7985008,151.1231501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
P.E.P Talk Australia,"PO Box 3572, Caloundra, QLD 4551, AU","Our aim is to deliver learning enrichment through simple, meaningful and honest activity based programs that enable each young participant to develop their own strategies for future.

We do not provide baby-sitting services; rather, we challenge our young participants to explore their boundaries in a safe and fun environment.

Our programs offer learning and fun in an environment that pinpoints the individual interests and passions of each participant.",null,Education Management,2-10 employees,https://peptalkaustralia.com.au,"Caloundra, QLD",Privately Held,null,https://www.linkedin.com/company/p-e-p-talk-australia/,"PO Box 3572, Caloundra, QLD, 4551, AU",-26.792177,153.09967,Caloundra,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Australian Institute of Professionals,null,"Tradies and Subiess Pty Ltd. (RTO# 32521) Trading as Australian Institute of Professionals (AIP) provide quality training in management, finance and trade skill to develop professional leadership and skills for those seeking to develop their better future in a professional ways, employers who want to train their employees and enhance to develop their business in a competitive environment.

AIP professional solutions are flexible and can be customised for organisational level and flexible e-learning gives leaner’s an individual control on their learning journey with AIP.

Our History:
Tradies and Subiess Pty Ltd. (RTO# 32521) Trading as Australian institute of Professionals (AIP) was first established in May 2012 as a dedicated Occupational Health and Safety qualification provider. For more than one year, AIP has offered Australian Accredited quality training programs to adult learners and corporate clients in finance and management qualifications. Throughout this time, AIP has set the standard and quickly gained respected leadership in the VET Sector for quality training and customer service as a Newly Registered Training Organisation in Victoria and other Australian States.
 
AIP Vision:
Since its inception, The Australian Institute of Professionals (AIP) has been conscious of quality training, academic discipline and integrity with the consequence that AIP has now a national repute. AIP is striving to promote the love for knowledge and its Skill relevance, and there is no end to that.

The world is currently entering an unpredictable wave of challenges.  AIP will be a fine training and professional institute, aims to attract the brightest and skilled learner’s cohorts from the widest range of experience and unexperienced backgrounds, offering an outstanding learning journey.",null,Education Management,11-50 employees,http://www.aiop.edu.au,"Werribee, Victoria",Educational Institution,null,https://www.linkedin.com/company/australian-institute-of-professionals/,"42B Synnot Street, Werribee, Victoria, 3030, AU",-37.951477,144.68805,Werribee,Melbourne Office,"20 Callister Street, Shepparton, Victoria, 3630, AU",-36.368217,145.40341,Shepparton,Shepparton Office,null,null,null,null,null,null,null,null,null,null,AU
United Central Colleges Australia Pty Ltd,"149 Wickham Terrace, Brisbane, QLD 4000, AU",null,null,Higher Education,2-10 employees,https://www.ucca.edu.au/,"Brisbane, QLD",Educational Institution,null,https://www.linkedin.com/company/uccofa/,"149 Wickham Terrace, Brisbane, QLD, 4000, AU",-27.47126,153.01831,Brisbane,null,"20 Callister Street, Shepparton, Victoria, 3630, AU",-36.368217,145.40341,Shepparton,Shepparton Office,null,null,null,null,null,null,null,null,null,null,AU
The Learning Club - Australia,"Level 1, 3 Tudor Street, Newcastle West, NSW 2302, AU","The Learning Club is a passionate advocate for change to how we facilitate learning for children, adults, seniors, and people with learning challenges. We deliver life skills sessions for all ages and abilities and focus on making learning easy.The Learning Club began on 16 October 2017 and is setup to assist as many people as possible who want to learn new skills that can be applied to every day living. The Learning Club runs non-accredited learning sessions based in experiential learning methods and life experience.Our first learning sessions were for seniors using new technology.  The sessions are practical and learning based with participants leaving each session having firstly gained a foundation, then a building block in how to do something new - this principle runs through everything we stand for and deliver at TLC.Our model brings people together, opens communication, breaks down perceived barriers, stereotypes and fixed beliefs in the people's perception that they can't learn or aren't smart enough - we gradually turn these beliefs around.  Our foundation is in building self confidence, ability and support as new learners  take on-board new skills in a collaborative and supportive environment.Planning is currently underway for new workshops, seminars, learning sessions and monthly SME events to showcase small businesses with big ideas and provide opportunity for owners to connect with people about their services and products.  If you are a business owner looking to grow awareness of your business on an organic level or If you would like us to run or develop a session for you, then please get in contact with Michelle Hessing.Our website – www.thelearningclub.com.au – is currently under development and is growing and morphing into a site that's a little quirky, fun and gives an insight into the vision for the business – that all learning can be fun, easy and simple by challenging traditional methods and learning styles.",null,Education Management,0-1 employees,http://www.thelearningclub.com.au,"Newcastle West, NSW",Nonprofit,null,https://www.linkedin.com/company/the-learning-club-australia/,"Level 1, 3 Tudor Street, Newcastle West, NSW, 2302, AU",-32.92528,151.7527,Newcastle West,The Pond,"20 Callister Street, Shepparton, Victoria, 3630, AU",-36.368217,145.40341,Shepparton,Shepparton Office,null,null,null,null,null,null,null,null,null,null,AU
"Language Excellence, Melbourne, Australia","St Kilda, Victoria 3183, AU","German Language Classes, Private Classes and VCE Tuition. Online ClassesLooking for that perfect German language class in Melbourne? We have small class sizes and offer lots of social and speaking opportunities. At Language Excellence in St Kilda, Melbourne, we offer 3 types of courses to suit all needs.Join our group classes for small & friendly German courses with qualified native German teachers. Class size: 8 students maxJoin our private classes for individuals with one-on-one classes, couples or small groups.Class size: 3 students maxOr, join our Skype classes for those who cannot travel to our school in St Kilda. For individuals only, these classes are perfect for all levels and VCE students.Call us and speak with Sibylle on O431 666039 or email info@languageexcellence for more information, booking and assessments.",431666039,Education Management,2-10 employees,http://www.languageexcellence.net,"St Kilda, Victoria",Privately Held,null,https://www.linkedin.com/company/language-excellence-melbourne-australia/,"null, St Kilda, Victoria, 3183, AU",-37.803425,145.01105,St Kilda,null,"20 Callister Street, Shepparton, Victoria, 3630, AU",-36.368217,145.40341,Shepparton,Shepparton Office,null,null,null,null,null,null,null,null,null,null,AU
Design Your Future Australia (DYFA),"River Hills Rd, Eagleby, Queensland 4207, AU","ABOUT USDesign Your Future Australia (DYFA) programs and workshops have been designed for community and corporate clients in a way that allows for tailored solutions for each participant or each participant group. We work with the Youth, Multicultural communities and people with mental and physical challenges, employed and unemployed individuals, and community organisations, also commercial and corporate clients who are looking to support the growth of their employees, We facilitate workshops and programs on- site nationally, at locations requested and supplied by our clients. SERVICES WE OFFERFor Individuals:(Workshops and Programs available)* Employment and Education Pathway Planning* Skills and Development* Foundation Skill Workshops Employment Support* Idea Development and Implementation Consultants* Network Development EventsFor Organisations:(Workshops and Services available)* Diversity Training Workshops* Job specific Skills Training* Internal Employment and Education Pathway Planning* Job specific Up-skilling and Credentialing Programs* Staff retention Strategy Development* Program development and Design Service* Staff evaluation SupportDesign Your FutureCreate Your Next Opportunity1300 900 924WWW,dyfa.com.au",null,Education Management,51-200 employees,null,"Eagleby, Queensland",Nonprofit,null,https://www.linkedin.com/company/mydyfa/,"River Hills Rd, Eagleby, Queensland, 4207, AU",-27.47126,153.01831,Eagleby,null,"20 Callister Street, Shepparton, Victoria, 3630, AU",-36.368217,145.40341,Shepparton,Shepparton Office,null,null,null,null,null,null,null,null,null,null,AU
Rabbinical College of Australia & NZ,"67 Alexandra St, St. Kilda East, Victoria 3183, AU",.,+613 9525 9165,Higher Education,11-50 employees,https://www.rabbinicalcollege.edu.au/,"St. Kilda East, Victoria",Educational Institution,null,https://www.linkedin.com/company/rabbinical-college-of-australia-nz/,"67 Alexandra St, St Kilda East VIC 3183, Australia",-37.8636809,145.0030587,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Culinary Skills Australia,null,null,null,Education Managment,null,http://culinaryskillsaustralia.com.au,null,null,null,https://www.linkedin.com/company/culinary-skills-australia/,"14/240-242 Caroline Springs Blvd, Caroline Springs VIC 3023, Australia",-37.7300058,144.7421362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dental Nursing Australia,null,null,null,Education Management,null,http://dentalnursingaustralia.com,"Bunbury, Western Australia",null,null,https://www.linkedin.com/company/dental-nursing-australia/,"63 Abernethy Rd, Belmont WA 6104, Australia",-31.9504849,115.9226851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Excel College Australia,null,"Excel College Australia is a registered training organisation approved by ASQA to provide vocational education across Australia. Our head office is located in Bankstown, NSW and have branches in Wodonga, VIC. Our aim is to up skill the local community to be job ready by providing them quality education.",(02) 9791 1880,Education Management,11-50 employees,http://www.excelcollegeaustralia.edu.au,"Bankstown, New South Wales",Educational Institution,null,https://www.linkedin.com/company/excel-college-australia/,"12/137 High St, Wodonga, Victoria, 3690, AU",-36.09821,146.91026,Wodonga,Albury-Wodonga,"40 Raymond St, Bankstown, New South Wales, 2200, AU",-33.84907,151.13834,Bankstown,null,null,null,null,null,null,null,null,null,null,null,AU
Indian Students Assembly of South Australia,"University of South Australia, Adelaide, South Australia 5000, AU","The Indian Student's Assembly of South Australia, is to promote Indian art and culture. Many events would be organized to demonstrate the Indian culture and way of life (e.g food, traditions, customs, crafts, fashion, instruments, music, languages) in India. It aims to foster goodwill and harmony amongst university students from culturally diverse backgrounds though organising various social activities, cultural programs, food appreciation events and Indian dance classes.",null,Education Managment,201-500 employees,null,"Adelaide, South Australia",Educational Institution,null,https://www.linkedin.com/company/indian-students-assembly-of-south-australia/,"Room CS 2-15 (In Student Lounge, 61-68 North Terrace UniSA City West Campus, Catherine Helen Spence Building, Adelaide SA 5001, Australia",-34.9228647,138.5917132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Elite Editing (Australia),"61 Carrington Street, Adelaide, South Australia 5000, AU","Work with the best to achieve the most. Elite Editing is Australia’s largest and most trusted academic editing service. Our editors provide the best academic editing, thesis editing and essay editing available. We have earned this reputation due to our many service strengths including:

•	Superior academic editing team: stringently selected world class & PhD qualified editors 
•	Constant availability: academic editors on hand 24/7, 365 days of the year
•	Experienced coaching: expert guidance to improve your academic writing
•	100% satisfaction guarantee: our academic editors work until you are happy
•	Absolute delivery guarantee: we never miss a deadline, or our copyediting is free
•	Fast, accurate academic editing: special Urgent Service meets your tightest deadlines
•	Value for money: Australia’s best possible academic editing for lowest possible price
•	Upfront pricing: clear quotes & inclusions at the outset mean no surprises
•	Road-tested academic editing: see our Testimonials by satisfied clients
•	Trusted reputation: university professors, lecturers & tutors recommend us",null,Education Management,51-200 employees,http://www.eliteediting.com.au,"Adelaide, South Australia",Privately Held,null,https://www.linkedin.com/company/elite-editing-australia-/,"61 Carrington Street, Adelaide, South Australia, 5000, AU",-34.897945,138.59166,Adelaide,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Early Childhood Australia NT Branch,null,"Early Childhood Australia (ECA) is the national peak body for early childhood, advocating for children birth to eight years. ECA is committed to building the capacity of the early childhood education sector and is your gateway to professional knowledge and networks.Early Childhood Australia Northern Territory Branch (ECA NT) is the Northern Territory Inclusion Agency (NT-IA) delivering the Australian Government, Inclusion Support Programme (ISP) across the NT.The ISP is focused on building the capacity and capability of early childhood education and care services to include children with additional needs; including children being diagnosed or with a disability, those from diverse cultural and language backgrounds, refugee children, Aboriginal and Torres Strait Islander children and vulnerable children. Within the ISP the NT-IA Inclusion Professionals are available to all eligible services to provide on the ground tailored inclusion advice and support.In addition, ECA NT is the National Disability Insurance Scheme (NDIS) Early Childhood Early Intervention (ECEI) Partner in the Community for the Darwin Urban region, including Darwin, Palmerston and Litchfield. As the ECEI partner, we work with families and carers of children with developmental delays and disabilities to identify their children's needs and to assist families to reach their goals for their children.‘Gym for Growth and Development’ (g4gd) has been developed by Early Childhood Australia, NT Branch staff as a universal, supported physical activity program.G4gd provides active and appropriate movement opportunities that enable children, (babies, toddlers, and preschool aged) to explore, develop and refine the skills that are essential for healthy physical and neurological development.",889867142,Education Management,11-50 employees,http://www.ecant.org.au,"Berrimah, Northern Territory",Nonprofit,null,https://www.linkedin.com/company/early-childhood-australia-northern-territory-branch/,"3/10 Mel Rd, Berrimah NT 0828, Australia",-12.4407596,130.9202361,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Morton College Australia,"Morton College, Brisbane, Queensland  AU","MORTON COLLEGE’S vision is to be the best Vocational Education and Training Provider and a first choice for students seeking applied education in Australia. 

And 

To be a leader in making Australian Education famous in the world

Mission Statement

Our mission is to design, develop and deliver high quality, industry relevant vocational training and ELICOS courses that enable students and graduates to transcend from their education and perform competently and professionally in the workplace and within life. 

We will do this through our commitment to quality, excellence and innovation founded upon our core values.",null,Higher Education,2-10 employees,http://www.mortoncollege.com.au,"Brisbane, Queensland",Privately Held,null,https://www.linkedin.com/company/morton-college-australia/,"Morton College, Brisbane, Queensland, null, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Donash Australia Pty Ltd,"Hectorville, SA 5085, AU","Donash Australia Pty Ltd is engaged in providing highly successful education services to primary, middle, secondary, and tertiary students in a range of core subjects and technology areas. Tutors SA and STEM Centre Australia are the two pillars supporting Donash Australia’s mission.1. Tutors SA is a registered tutoring institute, striving to provide high quality tutoring support our students. Tutors SA has two centres established in Adelaide and more than 15 highly qualified and experienced professionals to provide tutoring services for best possible outcomes for our students.2. STEM Centre Australia offers new and exciting courses on Science, Technology, Engineering and Mathematics (STEM) fields to boost our students’ knowledge, interest and awareness in these highly sought after areas. STEM Centre Australia develops Australian curriculum aligned original courses to contribute to the development of a STEM workforce for future Australia.",null,Education Management,11-50 employees,http://www.TutorsSA.com.au,"Hectorville, SA",Privately Held,null,https://www.linkedin.com/company/donashaustralia/,"Donash Education Centre, 27 Montacute Rd, Campbelltown SA 5074, Australia",-34.889078,138.6604488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Global Corporation,null,"Australian Global Corporation (AGC)
English Language Courses 

AGC's main mission is to make it easier for you to communicate in English and achieve your life and business goals. We will do everything we can to make the learning experience enjoyable and productive.

Our head office is in Sydney, Australia and we have local representatives in various countries.

Being confident with your English can enhance your life style in so many ways. It can widen your career opportunities, improve your social life and open many new doors for you. It can even help you make the most out of the internet.

As English experts, we are uniquely positioned to provide you with an effective and engaging way to learn and improve your English. We'll help you write, read and speak with confidence so you can get the most out of everyday life.

Whether you are learning English for the first time, want to improve your skills or want to become an expert speaker, we have the right course for you. AGC Courses are designed for students, business people, and professionals. They are designed to develop your English proficiency in listening, speaking, reading, grammar and writing. AGC provides different English programmes and courses to fit the needs of people from different cultural groups and professional backgrounds.

At AGC, we offer various courses, which are customised to serve the needs of different student needs. Following is a categorisation of the courses, which we offer. Moreover, we will be more than happy to discuss any other requirements, which you might have.

General English
Advanced English
IELTS Preparation
Business Writing
Corporate Courses

Contact us :
Phone: +61 405 500 666
Email: info@agctraining.com.au
Website : http://agctraining.com.au/
Twitter: https://twitter.com/Agctrainingau
Facebook: https://www.facebook.com/Agctrainingau/
Instagram: https://www.instagram.com/Agctrainingau/
Youtube : https://www.youtube.com/channel/UCzMJ_2Xwk8TIlqHuBZPSKPQ",null,Education Management,11-50 employees,http://agctraining.com.au/,"Sydney, NSW",Educational Institution,null,https://www.linkedin.com/company/australian-global-corporation/,"1/127 Castlereagh St, Liverpool NSW 2170, Australia",-33.9266075,150.9194565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Education and Care Workforce Professional Body,"Brisbane,   AU","Education and Care Workforce (ECW) is Australia’s professional body for education and care practitioners. ECW connects the education and care workforce under one professional body, At ECW education and care professionals are recognised, acknowledged and valued. We provide  information and support, a collaborative space for practitioners to share valuable practice wisdom, advocate nationally for a strong EC workforce, and work with the education and care field to elevate the image of Education and Care professionals.",null,Education Management,2-10 employees,https://www.aecwpb.com/,null,Privately Held,null,https://www.linkedin.com/company/australian-education-and-care-workforce-professional-body/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"New York Film Academy Australia, Gold Coast","Southport Central Towers, Central 2E, 5 Lawson Street, Southport, QLD 4215, AU","New York Film Academy Australia (RTO 32484) Gold Coast location in the state of the art facilities at Southport Central, minutes from Surfers Paradise, with exclusive access to production space at Village Roadshow Studios. The Academy is a premier film & acting school, offering hands-on intensive education, with campuses and programs all over the world.RTO Provider Number: 32484CRICOS Code: 03366AABN: 36 148 922 936Phone: +61 7 5555 1300*All programs and workshops are solely owned and operated by the New York Film Academy Australia and are not affiliated Village Roadshow Studios.",+61 7 5555 1300,Higher Education,51-200 employees,https://www.nyfa.edu.au,"Southport, QLD",Educational Institution,null,https://www.linkedin.com/company/new-york-film-academy-australia-gold-coast/,"Southport Central Towers, Central, 2e/5 Lawson St, Southport QLD 4215, Australia",-27.9703877,153.413822,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Training Products,"Level 3, 289 Wellington Parade South, East Melbourne, Victoria 3002, AU","Australian Training Products is the learning resources department of the IBSA Group and a trusted provider of high-quality learning resources and solutions to TAFEs and RTOs across Australia. It focuses on offering engaging products and services with a solid compliance framework and creating innovative learning solutions to support workforce training needs.Australian Training Products’ eLearning solutions focus on the learner journey. They are rich in multimedia and multi-modal content and designed to encourage visual learning.IBSA Academy – online non-accredited, professional development for training practitionersIBSA Manufacturing – the Skills Service Organisation for the Manufacturing sector and its relevant sectors, offering high quality support to its Industry Reference Committees",null,Education Management,51-200 employees,http://www.australiantrainingproducts.com.au,"East Melbourne, Victoria",Nonprofit,null,https://www.linkedin.com/company/australian-training-products/,"Level 3/289 Wellington Parade S, East Melbourne VIC 3002, Australia",-37.8163943,144.9758988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Monarch Institute,"Head Office, Lvl 10, 10-16 Queen Street, Melbourne, Victoria 3000, AU","Monarch Institute delivers real-world education. We start with the outcomes that real employers want, and work backwards from there. We don’t believe in courses based purely on intellectual theory and textbook stuff.Your Monarch Institute course has been developed by experts. Peak industry association heads, leading academics and authors sit on our industry advisory committee. And you’ll be taught by leading professionals who are successful in their practice.As a registered training organisation (RTO No: 22530), our courses are nationally recognised. They’re designed to give you ‘street cred’ within each industry. We do this by incorporating real-world challenges. Learn industry-specific software, take on realistic case studies, and get job ready from day one.We invest a lot in making sure our content and platforms are the best available. Our industry advisers and academic board are  always working on new courses to meet specific industry needs.You’ll benefit from our longstanding relationships with industry leaders, academics, peak bodies, government, and business. Our grads work for sector-leading companies with exciting career potential, like Deloitte, KPMG, Accenture, AMP, Toll, Linfox, Oracle, IBM, and Australia’s Big 4 banks.You’ll be in good company as a Monarch Institute graduate. We’re also the training partner for some of Australia’s biggest corporate organisations.Contact us on 1300 738 955 or email us at info@monarch.edu.au to enquire about how we can help you or your staff take the next step for a better future.",1300 738 955,Higher Education,51-200 employees,http://monarch.edu.au,"Melbourne, Victoria",Educational Institution,null,https://www.linkedin.com/company/monarch-institute-australia/,"lvl 10/10-16 Queen St, Melbourne VIC 3000, Australia",-37.8184188,144.96268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Mathematical Sciences Institute,"Building 161, c/- The University of Melbourne, Parkville, VIC 3010, AU","AMSI is the collaborative enterprise of Australia’s mathematical sciences. It exists to give independence to our disciplines and provide infrastructure so that we can take initiatives on the national and international stage. These measures fall largely into three classes – research and higher education, school education and engagement with the industrial and commercial world. 

AMSI has built a record of achievement in these areas and is recognised by government and industry as a leading provider of services, activities and strategic initiatives. 

The common aim we share with our partners is the radical improvement of levels of mathematical capacity and facility in the Australian community. It is AMSI’s ability to pull together skills and experience at the highest levels across the spectrum of the mathematical sciences that underlies our impact. 

We acknowledge the considerable support of both the Victorian and Commonwealth governments in the establishment of AMSI and some of its programs and we invite potential partners to join us in invigorating Australia’s mathematical sciences in the 21st century.",null,Higher Education,51-200 employees,http://www.amsi.org.au,"Parkville, VIC",Nonprofit,null,https://www.linkedin.com/company/australian-mathematical-sciences-institute/,"Monash Rd, Parkville VIC 3010, Australia",-37.798407,144.962196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
